employee_id,first_name,last_name,department,email,phone,status,salary,joining_date,termination_date,address
1172,Jeffrey,Lucero,Marketing,mark06@example.net,+1-277-207-2696x25527,Terminated,7958,2021-10-28,2025-03-16,"013 Andrew Springs
Henryville, KY 59304"
1173,Olivia,Lee,Marketing,glenn88@example.com,984-399-0073x2681,Active,8236,2024-02-10,,"17232 Prince Pass
West Mary, ND 93999"
1174,Sara,Silva,Ops,meyerjames@example.com,001-674-740-8969x0509,Terminated,9384,2023-10-31,2021-02-12,"7126 Stone Heights Suite 807
Lake Daniel, RI 38450"
1175,Stacie,Martin,Sales,nstone@example.net,949.441.1054x45271,Terminated,$5143,2024-06-02,2021-11-06,"076 Simon Estates
Kristentown, AZ 46558"
1176,Connie,Miller,Legal,smithamanda@example.com,001-563-775-5863,Active,8334,2022-05-03,,"52677 Foster Mountains
Lake Marcusmouth, DE 72733"
1177,Rachel,Hicks,HR,cfranco@example.net,311-800-0556,Terminated,3536,2024-11-30,2024-01-25,"01617 Taylor Knoll
Chambersberg, VI 76384"
1178,Misty,Smith,HR,beantamara@example.com,001-866-728-3450,Terminated,8025,2024-10-06,2023-12-08,"19283 Gregory Fields
South Karen, WY 28853"
1179,Susan,Holmes,Legal,user_no_domain,835-848-1229x69861,Active,7487,2021-02-14,,"4238 Amanda Burgs
Parkermouth, ID 59934"
1180,Joseph,Brown,Legal,michaeldelgado@example.com,897-960-3907x5237,Terminated,4367,2022-01-25,2025-01-18,"65812 Mandy Park
Lake Wendyton, HI 32567"
1181,Steven,Davidson,Finance,user_no_domain,864-690-9192x880,Active,4852,2022-07-05,,"430 Collins Loop
Whiteton, FL 07620"
1182,Maureen,Bell,Marketing,rhodestimothy@example.com,685.670.4711,Active,9441,2023-06-05,,"54997 Jared Roads Suite 618
Port Carolyn, UT 84706"
1183,Natalie,Moss,Ops,ggarcia@example.net,+1-880-318-9732x347,Terminated,8373,2023-12-24,2024-12-19,"094 Stewart Point Suite 062
Sylviamouth, AL 19825"
1184,Katherine,Nichols,HR,briannacalderon@example.org,+1-737-562-3048x150,Terminated,9610,2023-01-28,2023-07-03,"80084 Gwendolyn Ferry Suite 567
Masonfort, UT 20589"
1185,Jimmy,Jordan,Engineering,sampsonemma@example.org,241.985.9269x765,Terminated,8946,2021-12-20,2022-09-12,"4841 April Creek Apt. 488
Michelestad, WI 42218"
1186,Brett,Wright,Engineering,trevor18@example.com,225.530.0972x93370,Terminated,7565,2022-04-28,2023-04-10,"121 Brianna Viaduct Apt. 673
North Andrew, ID 01323"
1187,Alyssa,Taylor,Sales,wendybrewer@example.org,001-944-562-2891x67803,Terminated,4257,2025-12-02,2024-08-24,"USS Hunt
FPO AP 77288"
1188,Allison,Rodriguez,HR,user_no_domain,001-469-383-7875x67657,Terminated,7675,2021-08-10,2024-11-11,"1635 Lee Viaduct Suite 288
Williamside, RI 19812"
1189,Matthew,Macias,Legal,ortizjames@example.net,655.571.0495,Terminated,5273,2025-03-01,2025-06-16,"9461 Kenneth Mills
South David, OH 27433"
1190,Sabrina,Mcdowell,Engineering,user_no_domain,+1-872-390-4916x3883,Terminated,3434,2024-08-24,2021-08-12,"48471 Krueger Parks
West Daniel, MS 04541"
1191,Allison,Wheeler,Sales,zavalajason@example.com,882-475-5596x47098,Active,11090,2023-10-29,,"29810 Michele Trail Suite 111
East Michael, NV 63169"
1192,Rachel,Murray,Ops,rharris@example.net,846.575.0949x97812,Terminated,4810,2022-01-04,2022-11-03,"6606 Michael Stravenue
Port Kimberlyland, MD 61417"
1193,James,Alexander,Finance,garrettmicheal@example.org,952-608-8192,Terminated,8738,2025-07-07,2024-07-09,"98385 Stephen Trafficway
Brooketown, OK 55789"
1194,Laura,Graham,Sales,williamsluke@example.org,(537)445-2135x92013,Active,8479,2022-10-17,,"5729 Jacqueline Branch Suite 624
Markview, GA 69939"
1195,Walter,Caldwell,Finance,brownfernando@example.org,001-525-893-5497x72277,Terminated,7070,2022-05-16,2025-06-07,"45641 Mcintosh Terrace
East Cassandra, GA 65500"
1196,Caitlyn,King,Engineering,jessica75@example.com,269.744.4518,Active,6526,2021-06-18,,"541 Fuentes Island
New Amberborough, IL 32778"
1197,Michael,Wright,Finance,justinhull@example.net,001-645-663-7236x183,Active,$9074,2023-08-09,,"9984 Alexis Plain
West Debra, LA 02831"
1198,Nicole,Williams,HR,user_no_domain,237-268-7629,Terminated,3834,2021-05-14,2022-09-11,"900 Jennifer Corners Apt. 196
North Susan, OK 88050"
1199,Catherine,Salas,Legal,hlindsey@example.net,001-369-951-7077,Terminated,7896,2022-07-22,2023-07-04,"61367 Tanner Course
North Oscartown, ND 92526"
1200,Kelly,Chandler,Sales,kelly57@example.net,+1-465-681-4139x10745,Terminated,$3350,2022-05-12,2022-10-13,"PSC 9785, Box 4508
APO AA 60140"
